data,timeStamp,dataType,units,sensorType,supervisorID
17.27,03/22/2020-23:51:18,Temperature,C,BME280,2
35.14,03/22/2020-23:51:18,Humidity,%,BME280,2
840.66,03/22/2020-23:51:18,Pressure,hPa,BME280,2
1547.38,03/22/2020-23:51:18,Elevation,m,BME280,2
183.6193841,03/22/2020-17:51:18,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036375,03/22/2020-17:51:18,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:19,Temperature,C,BME280,2
35.27,03/22/2020-23:51:19,Humidity,%,BME280,2
840.71,03/22/2020-23:51:19,Pressure,hPa,BME280,2
1547.05,03/22/2020-23:51:19,Elevation,m,BME280,2
183.6193841,03/22/2020-17:51:19,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036375,03/22/2020-17:51:19,raw Voltage,V,ADC1115_Pyra,1
183.6193841,03/22/2020-17:51:20,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036375,03/22/2020-17:51:20,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:20,Temperature,C,BME280,2
35.14,03/22/2020-23:51:20,Humidity,%,BME280,2
840.74,03/22/2020-23:51:20,Pressure,hPa,BME280,2
1546.82,03/22/2020-23:51:20,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:21,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:21,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:22,Temperature,C,BME280,2
35.08,03/22/2020-23:51:22,Humidity,%,BME280,2
840.79,03/22/2020-23:51:22,Pressure,hPa,BME280,2
1546.59,03/22/2020-23:51:22,Elevation,m,BME280,2
183.6193841,03/22/2020-17:51:22,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036375,03/22/2020-17:51:22,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:23,Temperature,C,BME280,2
35.08,03/22/2020-23:51:23,Humidity,%,BME280,2
840.82,03/22/2020-23:51:23,Pressure,hPa,BME280,2
1546.4,03/22/2020-23:51:23,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:23,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:23,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:24,Temperature,C,BME280,2
35.23,03/22/2020-23:51:24,Humidity,%,BME280,2
840.78,03/22/2020-23:51:24,Pressure,hPa,BME280,2
1546.31,03/22/2020-23:51:24,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:24,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:24,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:25,Temperature,C,BME280,2
35.19,03/22/2020-23:51:25,Humidity,%,BME280,2
840.82,03/22/2020-23:51:25,Pressure,hPa,BME280,2
1545.89,03/22/2020-23:51:25,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:25,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:25,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:26,Temperature,C,BME280,2
35.22,03/22/2020-23:51:26,Humidity,%,BME280,2
840.81,03/22/2020-23:51:26,Pressure,hPa,BME280,2
1546.06,03/22/2020-23:51:26,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:26,raw Voltage,V,ADC1115_Pyra,1
182.3573953,03/22/2020-17:51:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:27,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:28,Temperature,C,BME280,2
35.19,03/22/2020-23:51:28,Humidity,%,BME280,2
840.72,03/22/2020-23:51:28,Pressure,hPa,BME280,2
1546.73,03/22/2020-23:51:28,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:28,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:29,Temperature,C,BME280,2
34.97,03/22/2020-23:51:29,Humidity,%,BME280,2
840.81,03/22/2020-23:51:29,Pressure,hPa,BME280,2
1546.53,03/22/2020-23:51:29,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:29,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:30,Temperature,C,BME280,2
35,03/22/2020-23:51:30,Humidity,%,BME280,2
840.72,03/22/2020-23:51:30,Pressure,hPa,BME280,2
1547.27,03/22/2020-23:51:30,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:30,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:51:31,Temperature,C,BME280,2
35.2,03/22/2020-23:51:31,Humidity,%,BME280,2
840.74,03/22/2020-23:51:31,Pressure,hPa,BME280,2
1547.12,03/22/2020-23:51:31,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:31,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:32,Temperature,C,BME280,2
35.21,03/22/2020-23:51:32,Humidity,%,BME280,2
840.67,03/22/2020-23:51:32,Pressure,hPa,BME280,2
1547.14,03/22/2020-23:51:32,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:32,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:32,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:33,Temperature,C,BME280,2
35.09,03/22/2020-23:51:33,Humidity,%,BME280,2
840.77,03/22/2020-23:51:33,Pressure,hPa,BME280,2
1546.43,03/22/2020-23:51:33,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:33,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:33,raw Voltage,V,ADC1115_Pyra,1
182.3573953,03/22/2020-17:51:35,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:35,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:35,Temperature,C,BME280,2
35.2,03/22/2020-23:51:35,Humidity,%,BME280,2
840.75,03/22/2020-23:51:35,Pressure,hPa,BME280,2
1546.5,03/22/2020-23:51:35,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:36,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:36,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:36,Temperature,C,BME280,2
35.02,03/22/2020-23:51:36,Humidity,%,BME280,2
840.77,03/22/2020-23:51:36,Pressure,hPa,BME280,2
1546.43,03/22/2020-23:51:36,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:37,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:37,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:37,Temperature,C,BME280,2
35.23,03/22/2020-23:51:37,Humidity,%,BME280,2
840.8,03/22/2020-23:51:37,Pressure,hPa,BME280,2
1546.22,03/22/2020-23:51:37,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:38,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:38,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:38,Temperature,C,BME280,2
35.27,03/22/2020-23:51:38,Humidity,%,BME280,2
840.77,03/22/2020-23:51:38,Pressure,hPa,BME280,2
1546.52,03/22/2020-23:51:38,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:39,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:39,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:39,Temperature,C,BME280,2
35.14,03/22/2020-23:51:39,Humidity,%,BME280,2
840.76,03/22/2020-23:51:39,Pressure,hPa,BME280,2
1546.6,03/22/2020-23:51:39,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:40,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:40,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:40,Temperature,C,BME280,2
35.21,03/22/2020-23:51:40,Humidity,%,BME280,2
840.72,03/22/2020-23:51:40,Pressure,hPa,BME280,2
1547.17,03/22/2020-23:51:40,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:41,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:41,raw Voltage,V,ADC1115_Pyra,1
182.9883897,03/22/2020-17:51:42,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:42,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:42,Temperature,C,BME280,2
35.25,03/22/2020-23:51:42,Humidity,%,BME280,2
840.77,03/22/2020-23:51:42,Pressure,hPa,BME280,2
1546.53,03/22/2020-23:51:42,Elevation,m,BME280,2
182.9883897,03/22/2020-17:51:43,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03625,03/22/2020-17:51:43,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:43,Temperature,C,BME280,2
35.24,03/22/2020-23:51:43,Humidity,%,BME280,2
840.77,03/22/2020-23:51:43,Pressure,hPa,BME280,2
1546.11,03/22/2020-23:51:43,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:44,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:44,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:44,Temperature,C,BME280,2
35.07,03/22/2020-23:51:44,Humidity,%,BME280,2
840.79,03/22/2020-23:51:44,Pressure,hPa,BME280,2
1546.14,03/22/2020-23:51:44,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:45,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:45,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:45,Temperature,C,BME280,2
35.2,03/22/2020-23:51:45,Humidity,%,BME280,2
840.77,03/22/2020-23:51:45,Pressure,hPa,BME280,2
1546.76,03/22/2020-23:51:45,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:46,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:46,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:46,Temperature,C,BME280,2
35,03/22/2020-23:51:46,Humidity,%,BME280,2
840.73,03/22/2020-23:51:46,Pressure,hPa,BME280,2
1546.81,03/22/2020-23:51:46,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:47,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:47,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:48,Temperature,C,BME280,2
35.22,03/22/2020-23:51:48,Humidity,%,BME280,2
840.8,03/22/2020-23:51:48,Pressure,hPa,BME280,2
1546.07,03/22/2020-23:51:48,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:48,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:48,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:49,Temperature,C,BME280,2
35.06,03/22/2020-23:51:49,Humidity,%,BME280,2
840.77,03/22/2020-23:51:49,Pressure,hPa,BME280,2
1546.62,03/22/2020-23:51:49,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:49,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:49,raw Voltage,V,ADC1115_Pyra,1
182.3573953,03/22/2020-17:51:50,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:50,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:50,Temperature,C,BME280,2
35.26,03/22/2020-23:51:50,Humidity,%,BME280,2
840.73,03/22/2020-23:51:50,Pressure,hPa,BME280,2
1547.32,03/22/2020-23:51:50,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:51,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:51,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:51,Temperature,C,BME280,2
34.95,03/22/2020-23:51:51,Humidity,%,BME280,2
840.74,03/22/2020-23:51:51,Pressure,hPa,BME280,2
1546.81,03/22/2020-23:51:51,Elevation,m,BME280,2
182.3573953,03/22/2020-17:51:52,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036125,03/22/2020-17:51:52,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:52,Temperature,C,BME280,2
35.23,03/22/2020-23:51:52,Humidity,%,BME280,2
840.68,03/22/2020-23:51:52,Pressure,hPa,BME280,2
1547.42,03/22/2020-23:51:52,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:53,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:53,Temperature,C,BME280,2
35.02,03/22/2020-23:51:53,Humidity,%,BME280,2
840.71,03/22/2020-23:51:53,Pressure,hPa,BME280,2
1546.96,03/22/2020-23:51:53,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:54,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:54,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:55,Temperature,C,BME280,2
35.05,03/22/2020-23:51:55,Humidity,%,BME280,2
840.76,03/22/2020-23:51:55,Pressure,hPa,BME280,2
1546.93,03/22/2020-23:51:55,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:55,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:55,raw Voltage,V,ADC1115_Pyra,1
17.28,03/22/2020-23:51:56,Temperature,C,BME280,2
35.16,03/22/2020-23:51:56,Humidity,%,BME280,2
840.75,03/22/2020-23:51:56,Pressure,hPa,BME280,2
1547.07,03/22/2020-23:51:56,Elevation,m,BME280,2
181.7264008,03/22/2020-17:51:56,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:56,raw Voltage,V,ADC1115_Pyra,1
181.7264008,03/22/2020-17:51:57,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:51:57,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:57,Temperature,C,BME280,2
35.06,03/22/2020-23:51:57,Humidity,%,BME280,2
840.81,03/22/2020-23:51:57,Pressure,hPa,BME280,2
1546.34,03/22/2020-23:51:57,Elevation,m,BME280,2
181.0954064,03/22/2020-17:51:58,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:51:58,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:58,Temperature,C,BME280,2
34.92,03/22/2020-23:51:58,Humidity,%,BME280,2
840.71,03/22/2020-23:51:58,Pressure,hPa,BME280,2
1546.42,03/22/2020-23:51:58,Elevation,m,BME280,2
181.0954064,03/22/2020-17:51:59,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:51:59,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:51:59,Temperature,C,BME280,2
35.19,03/22/2020-23:51:59,Humidity,%,BME280,2
840.77,03/22/2020-23:51:59,Pressure,hPa,BME280,2
1546.71,03/22/2020-23:51:59,Elevation,m,BME280,2
181.7264008,03/22/2020-17:52:00,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:52:00,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:00,Temperature,C,BME280,2
35.06,03/22/2020-23:52:00,Humidity,%,BME280,2
840.76,03/22/2020-23:52:00,Pressure,hPa,BME280,2
1546.49,03/22/2020-23:52:00,Elevation,m,BME280,2
181.7264008,03/22/2020-17:52:01,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:52:01,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:02,Temperature,C,BME280,2
35.09,03/22/2020-23:52:02,Humidity,%,BME280,2
840.78,03/22/2020-23:52:02,Pressure,hPa,BME280,2
1546.42,03/22/2020-23:52:02,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:02,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:02,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:03,Temperature,C,BME280,2
34.94,03/22/2020-23:52:03,Humidity,%,BME280,2
840.78,03/22/2020-23:52:03,Pressure,hPa,BME280,2
1546.27,03/22/2020-23:52:03,Elevation,m,BME280,2
181.7264008,03/22/2020-17:52:03,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:52:03,raw Voltage,V,ADC1115_Pyra,1
181.7264008,03/22/2020-17:52:04,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:52:04,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:04,Temperature,C,BME280,2
35.19,03/22/2020-23:52:04,Humidity,%,BME280,2
840.78,03/22/2020-23:52:04,Pressure,hPa,BME280,2
1546.43,03/22/2020-23:52:04,Elevation,m,BME280,2
181.7264008,03/22/2020-17:52:05,solar irradiance,w/m^2,ADC1115_Pyra,1
0.036,03/22/2020-17:52:05,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:05,Temperature,C,BME280,2
35,03/22/2020-23:52:05,Humidity,%,BME280,2
840.79,03/22/2020-23:52:05,Pressure,hPa,BME280,2
1546.38,03/22/2020-23:52:05,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:06,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:06,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:06,Temperature,C,BME280,2
35,03/22/2020-23:52:06,Humidity,%,BME280,2
840.64,03/22/2020-23:52:06,Pressure,hPa,BME280,2
1548.23,03/22/2020-23:52:06,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:07,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:07,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:08,Temperature,C,BME280,2
34.94,03/22/2020-23:52:08,Humidity,%,BME280,2
840.64,03/22/2020-23:52:08,Pressure,hPa,BME280,2
1548.07,03/22/2020-23:52:08,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:08,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:08,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:09,Temperature,C,BME280,2
34.98,03/22/2020-23:52:09,Humidity,%,BME280,2
840.73,03/22/2020-23:52:09,Pressure,hPa,BME280,2
1546.89,03/22/2020-23:52:09,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:09,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:09,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:10,Temperature,C,BME280,2
35.21,03/22/2020-23:52:10,Humidity,%,BME280,2
840.75,03/22/2020-23:52:10,Pressure,hPa,BME280,2
1546.79,03/22/2020-23:52:10,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:10,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:10,raw Voltage,V,ADC1115_Pyra,1
181.0954064,03/22/2020-17:52:11,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:11,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:11,Temperature,C,BME280,2
35.32,03/22/2020-23:52:11,Humidity,%,BME280,2
840.73,03/22/2020-23:52:11,Pressure,hPa,BME280,2
1546.71,03/22/2020-23:52:11,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:12,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:12,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:12,Temperature,C,BME280,2
35,03/22/2020-23:52:12,Humidity,%,BME280,2
840.76,03/22/2020-23:52:12,Pressure,hPa,BME280,2
1546.58,03/22/2020-23:52:12,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:13,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:13,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:13,Temperature,C,BME280,2
35.32,03/22/2020-23:52:13,Humidity,%,BME280,2
840.75,03/22/2020-23:52:13,Pressure,hPa,BME280,2
1546.73,03/22/2020-23:52:13,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:14,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:14,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:15,Temperature,C,BME280,2
35.19,03/22/2020-23:52:15,Humidity,%,BME280,2
840.82,03/22/2020-23:52:15,Pressure,hPa,BME280,2
1545.78,03/22/2020-23:52:15,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:15,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:15,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:52:16,Temperature,C,BME280,2
35.22,03/22/2020-23:52:16,Humidity,%,BME280,2
840.67,03/22/2020-23:52:16,Pressure,hPa,BME280,2
1547.24,03/22/2020-23:52:16,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:16,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:16,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:17,Temperature,C,BME280,2
35.16,03/22/2020-23:52:17,Humidity,%,BME280,2
840.61,03/22/2020-23:52:17,Pressure,hPa,BME280,2
1548.14,03/22/2020-23:52:17,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:17,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:17,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:18,Temperature,C,BME280,2
35.3,03/22/2020-23:52:18,Humidity,%,BME280,2
840.74,03/22/2020-23:52:18,Pressure,hPa,BME280,2
1546.57,03/22/2020-23:52:18,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:18,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:18,raw Voltage,V,ADC1115_Pyra,1
181.0954064,03/22/2020-17:52:19,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:19,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:52:19,Temperature,C,BME280,2
35.2,03/22/2020-23:52:19,Humidity,%,BME280,2
840.67,03/22/2020-23:52:19,Pressure,hPa,BME280,2
1547.52,03/22/2020-23:52:19,Elevation,m,BME280,2
179.8334175,03/22/2020-17:52:20,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035625,03/22/2020-17:52:20,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:20,Temperature,C,BME280,2
34.96,03/22/2020-23:52:20,Humidity,%,BME280,2
840.68,03/22/2020-23:52:20,Pressure,hPa,BME280,2
1547.22,03/22/2020-23:52:20,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:21,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:21,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:22,Temperature,C,BME280,2
35.26,03/22/2020-23:52:22,Humidity,%,BME280,2
840.7,03/22/2020-23:52:22,Pressure,hPa,BME280,2
1546.9,03/22/2020-23:52:22,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:22,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:22,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:23,Temperature,C,BME280,2
34.93,03/22/2020-23:52:23,Humidity,%,BME280,2
840.78,03/22/2020-23:52:23,Pressure,hPa,BME280,2
1546.35,03/22/2020-23:52:23,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:23,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:23,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:24,Temperature,C,BME280,2
35.23,03/22/2020-23:52:24,Humidity,%,BME280,2
840.64,03/22/2020-23:52:24,Pressure,hPa,BME280,2
1547.77,03/22/2020-23:52:24,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:24,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:24,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:25,Temperature,C,BME280,2
35.17,03/22/2020-23:52:25,Humidity,%,BME280,2
840.79,03/22/2020-23:52:25,Pressure,hPa,BME280,2
1546.56,03/22/2020-23:52:25,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:25,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:25,raw Voltage,V,ADC1115_Pyra,1
179.202423,03/22/2020-17:52:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0355,03/22/2020-17:52:26,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:26,Temperature,C,BME280,2
35.09,03/22/2020-23:52:26,Humidity,%,BME280,2
840.73,03/22/2020-23:52:26,Pressure,hPa,BME280,2
1547.55,03/22/2020-23:52:26,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:27,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:52:27,Temperature,C,BME280,2
35.07,03/22/2020-23:52:27,Humidity,%,BME280,2
840.73,03/22/2020-23:52:27,Pressure,hPa,BME280,2
1547.11,03/22/2020-23:52:27,Elevation,m,BME280,2
180.4644119,03/22/2020-17:52:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03575,03/22/2020-17:52:28,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:52:29,Temperature,C,BME280,2
35.13,03/22/2020-23:52:29,Humidity,%,BME280,2
840.67,03/22/2020-23:52:29,Pressure,hPa,BME280,2
1546.98,03/22/2020-23:52:29,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:29,raw Voltage,V,ADC1115_Pyra,1
17.25,03/22/2020-23:52:30,Temperature,C,BME280,2
34.95,03/22/2020-23:52:30,Humidity,%,BME280,2
840.68,03/22/2020-23:52:30,Pressure,hPa,BME280,2
1547.11,03/22/2020-23:52:30,Elevation,m,BME280,2
181.0954064,03/22/2020-17:52:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035875,03/22/2020-17:52:30,raw Voltage,V,ADC1115_Pyra,1
17.26,03/22/2020-23:52:31,Temperature,C,BME280,2
35.3,03/22/2020-23:52:31,Humidity,%,BME280,2
840.79,03/22/2020-23:52:31,Pressure,hPa,BME280,2
1546.4,03/22/2020-23:52:31,Elevation,m,BME280,2
179.8334175,03/22/2020-17:52:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.035625,03/22/2020-17:52:31,raw Voltage,V,ADC1115_Pyra,1
17.27,03/22/2020-23:52:32,Temperature,C,BME280,2
